Rk	Player	Age	Team	Pos	G	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS	Awards
113.0	Coby White	24.0	CHI	SG	28.0	28.0	910.0	6.4	15.6	0.414	3.4	9.5	0.358	3.0	6.1	0.5	0.523	3.0	3.5	0.875	0.4	3.4	3.8	4.8	1.3	0.2	2.7	2.8	19.3	
114.0	Cole Anthony	24.0	ORL	PG	28.0	0.0	332.0	6.8	16.8	0.406	2.1	6.9	0.297	4.8	9.9	0.484	0.468	3.5	4.4	0.78	1.2	5.5	6.7	7.0	1.2	0.5	4.2	4.7	19.2	
115.0	Kevin Love	36.0	MIA	PF	15.0	4.0	169.0	6.6	17.9	0.369	3.8	10.4	0.367	2.8	7.5	0.371	0.476	2.1	3.2	0.667	3.0	11.1	14.1	3.8	2.8	0.4	2.6	2.8	19.2	
116.0	Michael Porter Jr.	26.0	DEN	SF	28.0	28.0	966.0	7.4	14.3	0.517	2.4	6.3	0.387	5.0	8.1	0.618	0.601	1.9	2.8	0.703	1.6	5.5	7.1	2.9	0.8	0.4	1.6	2.2	19.2	
117.0	Payton Pritchard	27.0	BOS	PG	30.0	0.0	862.0	6.5	13.9	0.467	4.5	10.9	0.414	2.0	3.0	0.658	0.629	1.6	1.9	0.848	1.7	2.9	4.6	4.0	1.2	0.1	1.3	2.0	19.2	
118.0	Jalen Johnson	23.0	ATL	SF	28.0	28.0	1023.0	7.6	15.2	0.499	1.4	4.2	0.333	6.2	10.9	0.563	0.545	2.6	3.4	0.753	1.7	8.3	10.0	5.5	1.4	1.1	3.1	1.9	19.1	
119.0	Lester Quiñones	24.0	PHI	SG	4.0	0.0	17.0	8.5	16.9	0.5	0.0	6.4	0.0	8.5	10.6	0.8	0.5	2.1	2.1	1.0	6.4	2.1	8.5	2.1	0.0	0.0	8.5	0.0	19.1	
120.0	Jared Butler	24.0	WAS	SG	20.0	0.0	220.0	7.5	16.5	0.455	1.1	4.1	0.28	6.4	12.4	0.513	0.49	2.8	3.8	0.739	1.0	2.3	3.3	8.2	1.1	0.3	2.9	3.9	19.0	
121.0	Malik Monk	26.0	SAC	SG	23.0	10.0	684.0	6.9	15.7	0.44	2.8	8.1	0.351	4.1	7.6	0.535	0.53	2.4	2.8	0.849	0.2	4.2	4.4	5.9	0.9	0.8	2.2	2.8	19.0	
122.0	Klay Thompson	34.0	DAL	SF	26.0	26.0	708.0	6.8	16.0	0.422	4.1	10.5	0.391	2.6	5.5	0.481	0.551	1.2	1.4	0.889	0.9	3.7	4.5	2.4	1.3	0.5	1.6	1.8	18.9	
123.0	Obi Toppin	26.0	IND	PF	29.0	0.0	591.0	7.4	13.4	0.55	2.3	6.4	0.352	5.1	7.0	0.73	0.634	1.9	2.2	0.861	1.3	6.0	7.2	3.2	1.5	0.7	1.2	2.8	18.9	
124.0	Dennis Schröder	31.0	2TM	PG	27.0	27.0	880.0	6.5	14.9	0.434	2.5	6.8	0.371	3.9	8.1	0.487	0.519	3.3	3.7	0.879	0.2	2.9	3.0	6.9	1.2	0.2	2.7	2.9	18.7	
124.0	Dennis Schröder	31.0	BRK	PG	23.0	23.0	772.0	6.9	15.2	0.452	2.7	7.0	0.387	4.2	8.2	0.509	0.542	3.4	3.8	0.889	0.2	3.0	3.2	7.1	1.2	0.2	2.8	2.6	19.8	
124.0	Dennis Schröder	31.0	GSW	PG	4.0	4.0	108.0	3.7	13.0	0.282	1.3	5.7	0.235	2.3	7.3	0.318	0.333	2.7	3.3	0.8	0.0	2.0	2.0	5.3	1.0	0.3	2.7	5.0	11.3	
125.0	Jamal Murray	27.0	DEN	PG	22.0	22.0	801.0	6.7	15.6	0.429	2.0	5.8	0.349	4.7	9.8	0.477	0.494	3.2	3.9	0.826	0.4	3.7	4.1	6.1	1.5	0.6	2.2	1.8	18.6	
126.0	Jeremy Sochan	21.0	SAS	PF	17.0	14.0	498.0	7.4	13.6	0.543	0.6	2.2	0.267	6.8	11.4	0.595	0.564	3.3	4.5	0.726	3.5	6.8	10.3	3.5	1.2	0.8	2.4	3.0	18.6	
127.0	Trendon Watford	24.0	BRK	PF	13.0	0.0	209.0	6.0	13.6	0.443	1.4	4.5	0.308	4.7	9.1	0.509	0.494	5.2	6.0	0.857	0.7	5.5	6.2	2.6	0.9	0.7	2.8	5.2	18.6	
128.0	Keyonte George	21.0	UTA	PG	25.0	25.0	791.0	6.1	15.6	0.394	3.1	8.9	0.349	3.0	6.7	0.453	0.493	3.0	3.8	0.807	0.5	3.3	3.8	6.5	0.8	0.2	3.8	2.0	18.4	
129.0	De'Anthony Melton	26.0	GSW	SG	6.0	2.0	121.0	6.5	16.1	0.407	3.9	10.4	0.371	2.7	5.7	0.474	0.528	1.5	2.4	0.625	1.8	4.2	6.0	5.1	2.1	0.6	3.0	5.4	18.4	
130.0	Austin Reaves	26.0	LAL	SG	25.0	25.0	851.0	6.3	14.3	0.438	2.8	7.9	0.355	3.5	6.4	0.539	0.536	3.0	3.8	0.809	0.9	3.4	4.3	5.4	1.1	0.2	2.5	2.2	18.4	
131.0	Jalen Smith	24.0	CHI	C	27.0	1.0	418.0	6.4	13.9	0.46	2.7	7.6	0.352	3.7	6.3	0.589	0.556	2.9	3.7	0.791	3.3	9.6	12.8	1.9	0.8	1.7	1.5	3.6	18.3	
132.0	Santi Aldama	24.0	MEM	PF	30.0	11.0	793.0	7.1	14.0	0.506	2.5	6.3	0.388	4.6	7.7	0.604	0.594	1.5	2.0	0.767	2.1	8.0	10.1	4.2	1.3	0.8	1.7	1.5	18.1	
133.0	Tyrese Haliburton	24.0	IND	PG	30.0	30.0	1060.0	6.2	14.4	0.432	3.1	8.8	0.355	3.1	5.6	0.552	0.54	2.5	3.0	0.843	0.7	2.9	3.6	8.9	1.3	0.6	2.0	1.5	18.1	
134.0	Bennedict Mathurin	22.0	IND	SG	30.0	25.0	986.0	6.1	13.5	0.455	1.6	4.4	0.355	4.6	9.1	0.504	0.514	4.3	5.1	0.849	1.3	5.5	6.8	2.0	0.8	0.4	2.3	2.8	18.1	
135.0	Larry Nance Jr.	32.0	ATL	PF	13.0	2.0	241.0	6.9	11.8	0.582	3.6	6.7	0.533	3.3	5.1	0.647	0.734	0.7	0.9	0.833	2.1	5.8	7.9	3.3	1.9	1.5	1.0	3.1	18.1	
136.0	Richaun Holmes	31.0	WAS	PF	4.0	0.0	24.0	7.5	16.5	0.455	0.0	1.5	0.0	7.5	15.0	0.5	0.455	3.0	3.0	1.0	4.5	6.0	10.5	0.0	0.0	3.0	3.0	1.5	18.0	
137.0	Caris LeVert	30.0	CLE	SF	24.0	0.0	576.0	6.2	12.0	0.521	2.7	5.8	0.462	3.6	6.2	0.576	0.633	2.8	4.1	0.692	0.7	3.4	4.2	6.0	1.4	0.7	2.1	2.1	18.0	
138.0	Zach Edey	22.0	MEM	C	18.0	12.0	383.0	7.4	12.5	0.594	0.8	1.4	0.533	6.7	11.1	0.602	0.624	2.3	3.5	0.649	5.8	6.9	12.7	1.6	1.4	1.8	2.9	5.1	17.9	
139.0	Paul George	34.0	PHI	PF	18.0	18.0	578.0	6.4	15.8	0.406	2.2	7.2	0.31	4.2	8.6	0.486	0.476	2.8	3.5	0.804	0.8	5.5	6.4	5.5	2.1	0.6	2.9	2.4	17.9	
140.0	Derrick White	30.0	BOS	SG	29.0	29.0	997.0	6.1	13.6	0.447	3.7	9.5	0.39	2.4	4.1	0.579	0.583	2.0	2.4	0.848	1.1	3.9	5.0	4.9	1.1	1.1	1.8	2.2	17.9	
141.0	Tari Eason	23.0	HOU	PF	24.0	0.0	546.0	6.9	14.6	0.475	1.5	4.8	0.315	5.4	9.8	0.554	0.527	2.4	3.2	0.755	3.4	6.6	10.0	1.6	3.0	1.6	1.3	3.9	17.8	
142.0	Kevin Porter Jr.	24.0	LAC	SG	27.0	1.0	547.0	7.2	17.2	0.421	1.2	4.7	0.25	6.1	12.4	0.487	0.456	2.2	3.4	0.647	1.3	5.3	6.5	5.3	1.8	0.5	4.1	3.0	17.8	
143.0	Naz Reid	25.0	MIN	C	29.0	0.0	712.0	6.6	14.5	0.453	2.6	7.3	0.354	4.0	7.2	0.552	0.542	2.1	2.4	0.875	1.0	6.3	7.3	2.5	1.1	1.1	1.8	3.3	17.8	
144.0	MarJon Beauchamp	24.0	MIL	SF	14.0	0.0	53.0	6.1	14.9	0.409	2.0	7.5	0.273	4.1	7.5	0.545	0.477	3.4	4.1	0.833	1.4	7.5	8.8	1.4	0.7	0.0	7.5	2.7	17.7	
145.0	Duncan Robinson	30.0	MIA	SF	26.0	15.0	602.0	6.3	15.0	0.42	4.0	10.5	0.383	2.3	4.5	0.507	0.554	1.1	1.3	0.864	0.6	2.9	3.5	3.8	0.8	0.2	1.5	3.3	17.7	
146.0	Jordan Hawkins	22.0	NOP	SG	14.0	3.0	374.0	5.9	15.3	0.384	3.0	8.5	0.352	2.9	6.8	0.423	0.481	2.9	3.2	0.909	0.6	3.9	4.4	1.5	0.3	0.8	1.4	1.2	17.6	
147.0	Myles Turner	28.0	IND	C	28.0	28.0	881.0	6.3	13.0	0.489	2.4	5.8	0.408	4.0	7.2	0.554	0.58	2.5	3.4	0.744	1.3	6.7	8.0	1.8	1.0	2.4	2.7	3.5	17.5	
148.0	Isaiah Wong	24.0	CHO	SG	7.0	0.0	101.0	6.1	13.9	0.436	1.4	3.9	0.364	4.6	10.0	0.464	0.487	3.9	6.4	0.611	3.6	3.2	6.8	5.7	1.4	0.0	2.9	3.2	17.5	
149.0	E.J. Liddell	24.0	CHI	PF	6.0	0.0	31.0	5.8	9.3	0.625	3.5	7.0	0.5	2.3	2.3	1.0	0.813	2.3	2.3	1.0	1.2	4.6	5.8	3.5	1.2	1.2	2.3	9.3	17.4	
150.0	Jakob Poeltl	29.0	TOR	C	26.0	25.0	835.0	7.4	12.6	0.589	0.0	0.1	0.0	7.4	12.5	0.593	0.589	2.6	3.8	0.682	4.4	8.0	12.4	3.1	1.3	1.4	2.4	4.0	17.4	
151.0	Bam Adebayo	27.0	MIA	C	27.0	27.0	941.0	6.5	14.2	0.46	0.9	2.9	0.303	5.7	11.3	0.5	0.491	3.3	4.6	0.717	2.5	7.8	10.3	5.0	1.5	0.7	2.1	2.0	17.3	
152.0	Malaki Branham	21.0	SAS	SG	21.0	0.0	254.0	6.2	14.3	0.436	2.4	6.2	0.386	3.8	8.1	0.474	0.52	2.4	2.8	0.85	0.4	3.8	4.3	3.7	1.0	0.3	3.7	2.0	17.3	
153.0	Garrison Mathews	28.0	ATL	SG	21.0	1.0	375.0	5.0	10.6	0.473	4.4	9.0	0.489	0.6	1.5	0.375	0.682	2.9	3.5	0.833	0.3	2.0	2.3	2.7	1.4	0.4	1.2	3.5	17.3	
154.0	Dejounte Murray	28.0	NOP	PG	13.0	13.0	438.0	6.2	17.5	0.357	1.6	5.8	0.268	4.7	11.7	0.401	0.401	3.3	3.9	0.833	0.4	6.7	7.2	8.1	2.4	0.6	4.2	2.7	17.3	
155.0	Deni Avdija	24.0	POR	SF	29.0	12.0	763.0	5.6	12.9	0.434	2.0	5.5	0.359	3.6	7.4	0.49	0.511	4.0	5.0	0.785	1.8	6.0	7.8	4.2	1.3	1.0	2.8	2.9	17.2	
156.0	Deandre Ayton	26.0	POR	C	20.0	20.0	602.0	8.0	14.2	0.563	0.3	1.3	0.238	7.7	13.0	0.594	0.574	0.8	1.4	0.609	3.5	8.5	12.0	1.6	1.1	1.0	2.0	2.9	17.2	
157.0	Aaron Gordon	29.0	DEN	PF	17.0	16.0	489.0	6.0	11.4	0.523	1.6	3.7	0.44	4.3	7.7	0.562	0.594	3.6	4.8	0.754	2.4	4.9	7.2	3.8	0.6	0.2	1.7	2.3	17.2	
158.0	Onyeka Okongwu	24.0	ATL	C	25.0	0.0	594.0	6.7	12.3	0.542	0.6	2.5	0.244	6.1	9.8	0.617	0.567	3.2	4.1	0.779	3.8	6.2	10.1	2.1	1.0	1.0	1.3	3.3	17.2	
159.0	Antonio Reeves	24.0	NOP	SG	15.0	0.0	140.0	6.7	16.7	0.4	2.3	8.5	0.273	4.4	8.2	0.531	0.469	1.5	1.8	0.857	1.3	3.1	4.4	1.8	1.3	0.0	1.0	1.8	17.2	
160.0	Keldon Johnson	25.0	SAS	SF	27.0	0.0	673.0	6.4	14.3	0.448	1.5	5.4	0.277	4.9	8.9	0.551	0.5	2.7	3.6	0.761	1.6	5.6	7.2	2.4	1.1	0.3	1.1	2.4	17.1	
161.0	Sandro Mamukelashvili	25.0	SAS	PF	20.0	0.0	185.0	5.8	10.9	0.536	3.3	7.6	0.436	2.5	3.3	0.765	0.688	2.1	2.9	0.733	2.3	8.4	10.7	1.4	0.6	1.0	1.8	2.3	17.1	
162.0	Naji Marshall	27.0	DAL	SF	25.0	7.0	586.0	6.8	13.0	0.526	1.2	3.9	0.317	5.6	9.1	0.615	0.573	2.3	2.6	0.881	1.5	3.6	5.0	3.4	1.4	0.1	2.1	2.2	17.1	
163.0	Cameron Payne	30.0	NYK	PG	24.0	0.0	389.0	6.3	14.2	0.444	3.6	8.7	0.415	2.7	5.5	0.492	0.572	0.9	1.1	0.833	0.6	3.1	3.8	6.4	1.3	0.7	1.2	4.3	17.1	
164.0	Scotty Pippen Jr.	24.0	MEM	PG	30.0	11.0	675.0	6.6	13.8	0.481	1.7	4.7	0.364	4.9	9.1	0.541	0.543	2.1	3.3	0.656	0.9	4.6	5.5	8.2	1.6	0.6	3.3	3.9	17.1	
165.0	D'Angelo Russell	28.0	LAL	PG	28.0	10.0	735.0	6.1	14.7	0.415	2.7	8.0	0.335	3.4	6.7	0.511	0.507	2.2	2.6	0.849	0.4	3.4	3.8	6.5	1.1	0.2	2.4	2.5	17.1	
166.0	Moses Moody	22.0	GSW	SG	24.0	4.0	368.0	5.8	13.9	0.415	3.0	8.4	0.36	2.7	5.5	0.5	0.525	2.4	3.4	0.714	1.0	3.2	4.2	2.0	0.6	0.6	1.8	2.5	17.0	
167.0	Day'Ron Sharpe	23.0	BRK	C	8.0	0.0	125.0	6.0	14.4	0.42	0.6	3.2	0.182	5.5	11.2	0.487	0.44	4.3	4.9	0.882	5.8	6.9	12.7	1.7	2.0	0.9	2.3	4.0	17.0	
168.0	Russell Westbrook	36.0	DEN	PG	28.0	7.0	725.0	6.1	14.2	0.432	1.6	5.1	0.32	4.5	9.0	0.495	0.489	3.0	4.9	0.616	1.4	4.4	5.9	8.7	2.3	0.8	3.7	3.4	16.9	
169.0	Mikal Bridges	28.0	NYK	SF	30.0	30.0	1163.0	7.0	13.9	0.502	2.4	6.3	0.371	4.6	7.5	0.613	0.587	0.6	0.8	0.667	0.8	2.2	3.1	3.1	1.0	0.5	1.5	1.2	16.8	
170.0	Marcus Sasser	24.0	DET	PG	19.0	0.0	260.0	6.8	12.7	0.533	2.4	5.8	0.405	4.4	6.9	0.64	0.625	0.8	0.8	1.0	1.0	1.7	2.6	4.8	2.2	0.4	2.1	2.8	16.8	
171.0	Brice Sensabaugh	21.0	UTA	SF	22.0	0.0	361.0	6.0	13.4	0.448	3.4	8.5	0.4	2.6	4.9	0.531	0.575	1.4	1.6	0.875	1.5	4.0	5.5	2.8	1.4	0.2	3.1	2.3	16.8	
172.0	Ivica Zubac	27.0	LAC	C	30.0	30.0	975.0	7.6	12.5	0.607	0.0	0.0		7.6	12.5	0.607	0.607	1.7	3.1	0.529	4.5	9.5	14.0	2.8	0.8	1.1	2.1	2.3	16.8	
173.0	Torrey Craig	34.0	CHI	SF	6.0	1.0	67.0	5.9	11.8	0.5	3.8	9.7	0.389	2.1	2.1	1.0	0.659	1.1	1.1	1.0	1.6	5.4	7.0	1.6	0.5	0.5	0.0	5.4	16.7	
174.0	Jerami Grant	30.0	POR	PF	27.0	27.0	875.0	5.5	14.6	0.377	2.7	7.4	0.369	2.8	7.2	0.386	0.47	3.0	3.7	0.82	0.5	3.3	3.8	2.6	1.0	1.1	1.6	2.6	16.7	
175.0	Svi Mykhailiuk	27.0	UTA	SF	8.0	4.0	127.0	6.0	13.6	0.438	3.7	9.9	0.371	2.3	3.7	0.615	0.573	1.1	1.7	0.667	0.3	3.4	3.7	3.4	2.0	0.3	4.0	2.6	16.7	
176.0	Jaylen Wells	21.0	MEM	SG	30.0	25.0	736.0	6.1	13.1	0.464	2.6	6.6	0.393	3.5	6.5	0.538	0.564	2.0	2.4	0.816	1.5	3.3	4.8	2.5	0.7	0.2	1.8	2.6	16.7	
177.0	OG Anunoby	27.0	NYK	PF	30.0	30.0	1094.0	6.3	13.1	0.479	2.1	6.0	0.357	4.1	7.1	0.581	0.56	1.9	2.4	0.795	1.2	3.8	5.0	2.1	1.5	1.0	1.3	2.4	16.6	
178.0	Aaron Holiday	28.0	HOU	PG	18.0	0.0	169.0	5.5	11.7	0.473	3.6	8.3	0.436	1.9	3.4	0.563	0.627	1.9	2.3	0.818	0.0	3.8	3.8	4.5	0.4	0.2	1.3	2.6	16.6	
179.0	Kenrich Williams	30.0	OKC	PF	18.0	0.0	230.0	6.4	11.7	0.547	2.5	6.4	0.39	3.9	5.3	0.735	0.653	1.3	1.3	1.0	2.5	6.3	8.8	3.0	2.0	0.6	0.8	4.9	16.6	
180.0	Patrick Baldwin Jr.	22.0	WAS	SF	13.0	0.0	59.0	6.1	12.2	0.5	3.1	6.7	0.455	3.1	5.5	0.556	0.625	1.2	2.4	0.5	1.8	5.5	7.3	0.6	1.2	1.2	1.2	2.4	16.5	
181.0	Jazian Gortman	21.0	DAL	PG	10.0	0.0	35.0	6.2	15.4	0.4	3.1	7.2	0.429	3.1	8.2	0.375	0.5	1.0	2.1	0.5	1.0	2.1	3.1	3.1	1.0	1.0	2.1	5.1	16.5	
182.0	Tyrese Martin	25.0	BRK	SG	13.0	2.0	209.0	5.9	12.2	0.479	4.1	9.1	0.453	1.7	3.1	0.556	0.648	0.7	0.9	0.8	2.1	4.1	6.2	2.9	1.0	0.3	1.6	2.6	16.5	
183.0	Josh Okogie	26.0	PHO	SG	17.0	1.0	233.0	6.2	12.7	0.488	1.7	4.3	0.393	4.5	8.3	0.537	0.555	2.5	3.6	0.696	3.2	4.2	7.4	1.4	2.3	0.6	2.0	2.5	16.5	
184.0	Trevelin Queen	27.0	ORL	SG	5.0	1.0	59.0	5.5	9.8	0.563	3.1	3.7	0.833	2.4	6.1	0.4	0.719	2.4	2.4	1.0	0.0	1.2	1.2	3.1	3.1	1.8	3.1	4.3	16.5	
185.0	Colin Castleton	24.0	MEM	C	8.0	0.0	22.0	1.6	6.5	0.25	0.0	3.3	0.0	1.6	3.3	0.5	0.25	13.1	13.1	1.0	3.3	8.2	11.5	0.0	0.0	1.6	0.0	4.9	16.4	
186.0	Charles Bassey	24.0	SAS	C	20.0	0.0	219.0	7.1	12.3	0.573	0.0	0.0		7.1	12.3	0.573	0.573	2.1	3.8	0.565	5.3	9.2	14.5	1.5	1.2	3.6	2.5	4.4	16.3	
187.0	Ryan Rollins	22.0	MIL	PG	14.0	3.0	137.0	5.8	12.6	0.458	2.9	5.8	0.5	2.9	6.8	0.423	0.573	1.8	2.4	0.778	0.8	4.2	5.0	3.7	3.4	1.3	3.2	3.4	16.3	
188.0	Jaden Hardy	22.0	DAL	SG	22.0	2.0	320.0	5.9	15.0	0.391	2.0	6.6	0.305	3.8	8.3	0.459	0.459	2.5	2.8	0.88	0.5	2.9	3.4	3.0	1.6	0.1	3.5	3.4	16.2	
189.0	Nick Richards	27.0	CHO	C	14.0	9.0	331.0	5.5	9.5	0.586	0.0	0.1	0.0	5.5	9.4	0.593	0.586	5.1	7.5	0.681	3.9	9.0	12.9	2.2	0.7	2.1	2.5	4.1	16.2	
190.0	Zaccharie Risacher	19.0	ATL	SF	30.0	28.0	703.0	6.0	15.2	0.395	1.8	6.6	0.273	4.2	8.6	0.488	0.454	2.5	3.6	0.686	1.7	3.2	4.9	1.7	1.2	1.0	1.7	3.1	16.2	
191.0	Trayce Jackson-Davis	24.0	GSW	C	28.0	21.0	497.0	7.1	11.3	0.628	0.0	0.1	0.0	7.1	11.2	0.632	0.628	1.9	3.2	0.591	3.6	7.0	10.6	4.3	0.6	1.6	1.6	2.6	16.1	
192.0	Julian Strawther	22.0	DEN	SG	28.0	0.0	572.0	5.6	12.1	0.464	2.5	6.3	0.39	3.1	5.8	0.543	0.565	2.5	3.0	0.83	0.6	3.0	3.6	2.4	1.2	0.7	1.4	4.3	16.1	
193.0	Jarrett Allen	26.0	CLE	C	30.0	30.0	878.0	6.4	9.4	0.683	0.0	0.0	0.0	6.4	9.4	0.686	0.683	3.1	4.3	0.731	2.7	9.6	12.3	2.3	1.2	0.9	1.3	1.5	16.0	
194.0	Bogdan Bogdanović	32.0	ATL	SG	14.0	0.0	356.0	5.5	13.4	0.406	3.0	9.0	0.337	2.4	4.4	0.545	0.519	2.0	2.1	0.952	0.9	3.5	4.4	3.1	1.2	0.4	2.5	3.6	16.0	
195.0	Ricky Council IV	23.0	PHI	SF	21.0	0.0	264.0	4.9	12.1	0.404	1.2	4.6	0.265	3.7	7.5	0.491	0.455	4.9	5.7	0.857	1.8	4.1	5.9	2.2	1.0	0.5	1.1	2.3	16.0	
196.0	Justin Edwards	21.0	PHI	SF	2.0	0.0	9.0	8.0	12.0	0.667	0.0	4.0	0.0	8.0	8.0	1.0	0.667	0.0	4.0	0.0	0.0	8.0	8.0	4.0	0.0	0.0	0.0	0.0	16.0	
197.0	DaQuan Jeffries	27.0	CHO	SG	5.0	0.0	110.0	6.2	11.5	0.543	2.6	5.2	0.5	3.6	6.2	0.579	0.657	1.0	1.3	0.75	1.6	3.9	5.6	1.3	1.3	1.3	1.0	3.3	16.0	
198.0	Dalton Knecht	23.0	LAL	SF	30.0	12.0	670.0	6.0	12.7	0.468	2.8	7.6	0.366	3.2	5.1	0.621	0.578	1.3	1.7	0.75	1.1	4.7	5.7	1.8	0.7	0.1	0.9	2.2	16.0	
199.0	Ausar Thompson	22.0	DET	SF	10.0	3.0	167.0	6.7	14.4	0.463	0.9	3.4	0.25	5.8	11.0	0.529	0.493	1.7	3.2	0.533	2.6	5.2	7.8	4.3	1.9	0.9	3.0	6.3	16.0	
200.0	Brandon Boston Jr.	23.0	NOP	SG	27.0	10.0	718.0	5.9	13.6	0.435	1.8	5.1	0.343	4.2	8.5	0.491	0.5	2.4	2.9	0.81	0.9	3.8	4.7	4.1	1.9	0.4	2.0	2.4	15.9	
201.0	Amen Thompson	22.0	HOU	SF	29.0	3.0	790.0	6.1	11.0	0.55	0.5	1.7	0.297	5.6	9.3	0.595	0.572	3.2	4.6	0.696	3.1	6.1	9.2	2.8	1.5	1.3	2.4	3.1	15.9	
202.0	Stephon Castle	20.0	SAS	PG	29.0	17.0	752.0	5.6	14.5	0.386	1.4	5.4	0.265	4.2	9.1	0.458	0.436	3.2	4.4	0.728	0.9	2.7	3.6	5.2	1.2	0.5	2.5	2.4	15.8	
203.0	Noah Clowney	20.0	BRK	PF	20.0	3.0	378.0	5.2	13.4	0.39	3.3	9.2	0.361	1.9	4.2	0.455	0.514	2.0	2.6	0.778	1.8	5.1	7.0	1.3	0.5	1.1	1.4	5.4	15.8	
204.0	Josh Giddey	22.0	CHI	PG	27.0	27.0	732.0	6.0	13.3	0.452	1.6	5.0	0.327	4.4	8.3	0.527	0.513	2.2	3.0	0.71	1.6	6.9	8.5	9.2	1.3	0.6	3.6	2.0	15.8	
205.0	Quentin Grimes	24.0	DAL	SG	28.0	9.0	582.0	5.4	11.3	0.481	2.7	6.4	0.413	2.8	4.9	0.57	0.598	2.2	3.1	0.72	1.2	5.3	6.6	2.7	1.2	0.4	1.9	2.9	15.8	
206.0	Robert Williams	27.0	POR	C	10.0	1.0	171.0	6.5	8.8	0.738	0.2	0.4	0.5	6.3	8.4	0.75	0.75	2.5	2.7	0.923	3.8	7.4	11.2	2.5	1.7	2.9	1.7	1.9	15.8	
207.0	Grayson Allen	29.0	PHO	SG	23.0	1.0	550.0	4.8	12.0	0.404	3.3	8.7	0.376	1.6	3.3	0.48	0.541	2.7	3.3	0.84	1.0	3.8	4.8	2.7	1.3	0.5	1.6	2.2	15.7	
208.0	Paul Reed	25.0	DET	C	16.0	0.0	188.0	6.1	10.9	0.561	0.8	2.3	0.333	5.4	8.6	0.622	0.596	2.7	3.3	0.824	2.9	4.8	7.7	3.1	3.3	2.1	2.1	5.2	15.7	
209.0	Aaron Wiggins	26.0	OKC	SG	28.0	8.0	556.0	6.1	13.7	0.445	2.5	6.5	0.39	3.6	7.2	0.495	0.538	1.0	1.2	0.789	1.6	4.3	5.9	2.5	1.6	0.5	1.6	2.3	15.7	
210.0	Jamison Battle	23.0	TOR	SF	27.0	0.0	375.0	5.5	11.3	0.483	3.6	8.4	0.432	1.8	2.9	0.633	0.644	1.1	1.2	0.846	1.5	3.6	5.2	2.4	0.3	0.4	1.0	3.1	15.6	
211.0	Rob Dillingham	20.0	MIN	PG	15.0	0.0	127.0	6.5	14.5	0.451	2.6	6.0	0.429	4.0	8.5	0.467	0.539	0.0	0.0		0.3	2.8	3.1	7.1	0.6	0.0	4.5	1.4	15.6	
212.0	Isaac Jones	24.0	SAC	PF	19.0	0.0	169.0	6.6	10.0	0.66	0.2	0.9	0.25	6.4	9.2	0.698	0.67	2.1	4.0	0.526	2.1	4.5	6.6	0.6	0.4	1.7	2.1	4.7	15.6	
213.0	Nikola Jović	21.0	MIA	PF	18.0	9.0	349.0	5.2	11.3	0.455	2.2	5.9	0.368	3.0	5.5	0.547	0.55	3.1	3.9	0.789	0.8	5.6	6.4	2.4	1.5	0.2	1.1	2.9	15.6	
214.0	Ja'Kobe Walter	20.0	TOR	SG	16.0	6.0	328.0	5.7	14.4	0.397	1.9	6.7	0.279	3.8	7.7	0.5	0.462	2.3	3.2	0.724	1.8	3.5	5.3	2.7	1.0	0.5	1.6	4.2	15.6	
215.0	Dillon Brooks	29.0	HOU	SF	28.0	28.0	886.0	5.6	13.0	0.43	2.6	6.7	0.384	3.0	6.4	0.478	0.528	1.7	2.0	0.86	1.5	3.0	4.5	1.8	0.8	0.3	1.3	3.9	15.5	
216.0	Marcus Smart	30.0	MEM	PG	18.0	6.0	382.0	5.0	13.4	0.373	2.7	8.2	0.333	2.3	5.2	0.436	0.475	2.8	3.4	0.833	1.3	2.6	4.0	6.5	2.2	0.6	3.2	2.8	15.5	
217.0	Kobe Bufkin	21.0	ATL	SG	10.0	0.0	124.0	5.2	13.6	0.383	1.2	5.5	0.211	4.1	8.1	0.5	0.426	3.8	5.2	0.722	1.5	4.6	6.1	4.9	0.9	0.6	2.3	2.6	15.4	
218.0	Clint Capela	30.0	ATL	C	30.0	30.0	687.0	6.9	12.2	0.567	0.0	0.0		6.9	12.2	0.567	0.567	1.5	2.9	0.518	5.7	9.0	14.6	2.0	0.9	1.6	1.5	3.1	15.4	
219.0	Kobe Brown	25.0	LAC	PF	7.0	0.0	47.0	6.9	15.3	0.45	0.8	4.6	0.167	6.1	10.7	0.571	0.475	0.8	1.5	0.5	3.8	8.4	12.3	3.1	0.8	0.0	0.0	3.8	15.3	
220.0	Julian Champagnie	23.0	SAS	SF	30.0	26.0	875.0	5.3	12.3	0.43	3.3	9.0	0.362	2.0	3.3	0.613	0.562	1.5	1.6	0.9	0.9	5.3	6.2	1.7	1.0	0.7	1.4	2.1	15.3	
221.0	Scoot Henderson	20.0	POR	PG	22.0	3.0	563.0	5.4	13.9	0.387	1.4	4.7	0.301	4.0	9.2	0.431	0.438	3.1	4.0	0.778	1.0	3.1	4.2	6.7	1.2	0.3	3.9	3.8	15.3	
